Date,open,high,low,close,Clean Open,Clean High,Clean Low,Clean Close,TR,ATR,Past High,Past Low,Signal,Trade Price,Stop Loss,Position,Cash,Stock Value,Trading Cost,Daily P&L,NAV,Daily Return,Drawdown,NAV Index,Close Index,Trade
38447,4.67544491326556,4.73845495764079,4.67146008832483,4.69636524420437,4.67544491326556,4.73845495764079,4.67146008832483,4.69636524420437,0.06699486931595988,0.06699486931595988,,,0,,,0,1000000,0.0,0.0,0.0,1000000.0,0.0,0.0,100.0,100.0,
38448,4.71305169864366,4.72326281255427,4.67170913988363,4.71255359552607,4.71305169864366,4.72326281255427,4.67170913988363,4.71255359552607,0.05155367267064026,0.06552427915926277,,,0,,,0,1000000,0.0,0.0,0.0,1000000.0,0.0,0.0,100.0,100.34469958105745,
38449,4.70159532693907,4.84704143727557,4.69810860511594,4.82562300321917,4.70159532693907,4.84704143727557,4.69810860511594,4.82562300321917,0.14893283215963038,0.0734679508735835,,,0,,,0,1000000,0.0,0.0,0.0,1000000.0,0.0,0.0,100.0,102.75229357798167,
38450,4.8238796423076,4.85899591209775,4.76809209313744,4.78303518666516,4.8238796423076,4.85899591209775,4.76809209313744,4.78303518666516,0.09090381896031019,0.07512850973898605,,,0,,,0,1000000,0.0,0.0,0.0,1000000.0,0.0,0.0,100.0,101.84546852627672,
38453,4.80893654877988,4.85152436533389,4.78975957875264,4.81242327060302,4.80893654877988,4.85152436533389,4.78975957875264,4.81242327060302,0.06848917866873006,0.07449619249419977,,,0,,,0,1000000,0.0,0.0,0.0,1000000.0,0.0,0.0,100.0,102.47123084265802,
38454,4.80669508475072,4.84206040609967,4.71728557514318,4.83047950861568,4.80669508475072,4.84206040609967,4.71728557514318,4.83047950861568,0.12477483095649067,0.07928463425251318,,,0,,,0,1000000,0.0,0.0,0.0,1000000.0,0.0,0.0,100.0,102.85570345229891,
38455,4.81840050801411,4.83956989051171,4.72525522502463,4.80495172383915,4.81840050801411,4.83956989051171,4.72525522502463,4.80495172383915,0.11431466548707991,0.0826208277034243,,,0,,,0,1000000,0.0,0.0,0.0,1000000.0,0.0,0.0,100.0,102.31213872832366,
38456,4.8134194768382,4.84056609674689,4.73447013270006,4.76809209313744,4.8134194768382,4.84056609674689,4.73447013270006,4.76809209313744,0.10609596404683064,0.0848565549742249,,,0,,,0,1000000,0.0,0.0,0.0,1000000.0,0.0,0.0,100.0,101.52728429760838,
38457,4.73447013270006,4.74044737011115,4.59898608471538,4.60745383771442,4.73447013270006,4.74044737011115,4.59898608471538,4.60745383771442,0.16910600842206058,0.09288031244544734,,,0,,,0,1000000,0.0,0.0,0.0,1000000.0,0.0,0.0,100.0,98.10680383942301,
38460,4.59699367224502,4.67918068664749,4.56984705233632,4.65651699479711,4.59699367224502,4.67918068664749,4.56984705233632,4.65651699479711,0.10933363431116927,0.094447295480278,,,0,,,0,1000000,0.0,0.0,0.0,1000000.0,0.0,0.0,100.0,99.15150872355095,
38461,4.71529316267282,4.78178992887118,4.68291646002942,4.76684683534346,4.71529316267282,4.78178992887118,4.68291646002942,4.76684683534346,0.12527293407406948,0.09738307058444862,,,0,,,0,1000000,0.0,0.0,0.0,1000000.0,0.0,0.0,100.0,101.50076894521926,
38462,4.94566585455854,4.99348375384725,4.87916908836018,4.93371137973636,4.94566585455854,4.99348375384725,4.87916908836018,4.93371137973636,0.22663691850378953,0.10969296086248109,,,0,,,0,1000000,0.0,0.0,0.0,1000000.0,0.0,0.0,100.0,105.0538261653497,
38463,4.99149134137689,5.10555695530517,4.9640956699094,5.08613093371913,4.99149134137689,5.10555695530517,4.9640956699094,5.08613093371913,0.17184557556880975,0.11561225750117907,,,0,,,0,1000000,0.0,0.0,0.0,1000000.0,0.0,0.0,100.0,108.29930529776742,
