Date,open,high,low,close,Clean Open,Clean High,Clean Low,Clean Close,TR,ATR,Past High,Past Low,Signal,Trade Price,Stop Loss,Position,Cash,Stock Value,Trading Cost,Daily P&L,NAV,Daily Return,Drawdown,NAV Index,Close Index,Trade
38447,894.29,898.45,884.662,886.196,894.29,898.45,884.662,886.196,13.788000000000011,13.788000000000011,,,0,,,0,1000000,0.0,0.0,0.0,1000000.0,0.0,0.0,100.0,100.0,
38448,886.196,903.121,874.029,898.875,886.196,903.121,874.029,898.875,29.091999999999985,15.245523809523817,,,0,,,0,1000000,0.0,0.0,0.0,1000000.0,0.0,0.0,100.0,101.43072187191096,
38449,898.602,925.782,897.648,913.657,898.602,925.782,897.648,913.657,28.134000000000015,16.47299773242631,,,0,,,0,1000000,0.0,0.0,0.0,1000000.0,0.0,0.0,100.0,103.09875016362069,
38450,913.339,931.875,909.868,931.379,913.339,931.875,909.868,931.379,22.006999999999948,17.000045567433325,,,0,,,0,1000000,0.0,0.0,0.0,1000000.0,0.0,0.0,100.0,105.09853350726024,
38453,930.516,940.149,924.601,931.969,930.516,940.149,924.601,931.969,15.548000000000002,16.861755513392055,,,0,,,0,1000000,0.0,0.0,0.0,1000000.0,0.0,0.0,100.0,105.16511020135502,
38454,930.972,930.972,905.773,905.866,930.972,930.972,905.773,905.866,26.196000000000026,17.75073117878329,,,0,,,0,1000000,0.0,0.0,0.0,1000000.0,0.0,0.0,100.0,102.21959927600666,
38455,908.757,929.663,908.757,929.111,908.757,929.663,908.757,929.111,23.797000000000025,18.326566304613458,,,0,,,0,1000000,0.0,0.0,0.0,1000000.0,0.0,0.0,100.0,104.84260818148582,
38456,931.785,932.908,914.618,916.35,931.785,932.908,914.618,916.35,18.289999999999964,18.323083799412174,,,0,,,0,1000000,0.0,0.0,0.0,1000000.0,0.0,0.0,100.0,103.40263327751423,
38457,912.675,912.675,886.007,887.932,912.675,912.675,886.007,887.932,30.343000000000075,19.46783772327769,,,0,,,0,1000000,0.0,0.0,0.0,1000000.0,0.0,0.0,100.0,100.19589345923474,
38460,882.408,882.408,862.173,868.325,882.408,882.408,862.173,868.325,25.759000000000015,20.06699603534648,,,0,,,0,1000000,0.0,0.0,0.0,1000000.0,0.0,0.0,100.0,97.98340322005515,
38461,867.351,871.669,856.702,867.228,867.351,871.669,856.702,867.228,14.966999999999985,19.58128212721824,,,0,,,0,1000000,0.0,0.0,0.0,1000000.0,0.0,0.0,100.0,97.85961570578066,
38462,866.654,866.654,843.772,844.932,866.654,866.654,843.772,844.932,23.455999999999904,19.950302877006973,,,0,,,0,1000000,0.0,0.0,0.0,1000000.0,0.0,0.0,100.0,95.34369372012512,
38463,843.569,846.79,820.479,826.053,843.569,846.79,820.479,826.053,26.310999999999922,20.556083555387254,,,0,,,0,1000000,0.0,0.0,0.0,1000000.0,0.0,0.0,100.0,93.21335235094719,
38464,823.621,826.766,800.953,806.645,823.621,826.766,800.953,806.645,25.812999999999988,21.05674226439799,,,0,,,0,1000000,0.0,0.0,0.0,1000000.0,0.0,0.0,100.0,91.02331764079278,
38467,792.106,794.463,778.244,789.538,792.106,794.463,778.244,789.538,28.400999999999954,21.756195382074367,,,0,,,0,1000000,0.0,0.0,0.0,1000000.0,0.0,0.0,100.0,89.09293203760794,
38468,784.953,811.241,780.441,806.944,784.953,811.241,780.441,806.944,30.799999999999955,22.61751010759109,,,0,,,0,1000000,0.0,0.0,0.0,1000000.0,0.0,0.0,100.0,91.05705735525774,
38469,809.899,809.899,789.959,790.244,809.899,809.899,789.959,790.244,19.940000000000055,22.362509144963376,,,0,,,0,1000000,0.0,0.0,0.0,1000000.0,0.0,0.0,100.0,89.17259838681285,
38470,787.364,817.232,777.63,813.628,787.364,817.232,777.63,813.628,39.601999999999975,24.00436541687162,,,0,,,0,1000000,0.0,0.0,0.0,1000000.0,0.0,0.0,100.0,91.8112923100533,
38471,812.836,814.273,800.995,802.279,812.836,814.273,800.995,802.279,13.27800000000002,22.982806805740992,,,0,,,0,1000000,0.0,0.0,0.0,1000000.0,0.0,0.0,100.0,90.53065010449156,
